,Respondent_Serial,language,country,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,yyyymmdd,AgeGender,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,weight
3985,5622.0,English,Philippines,24.0,man,Philippines: Mindanao Super Region,very,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,not at all,no,no,no,no,no,no,yes,yes,no,moderately,very,very,a little,moderately,not at all,very,a little,a little,20210524.0,Men 21-25,,,,,,Mindanao Super Region,,,,,0.6982261956861798
3986,5623.0,English,Philippines,23.0,woman,Philippines: Mindanao Super Region,a little,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,a little,no,no,no,no,no,yes,no,no,no,very,a little,moderately,a little,moderately,a little,very,very,a little,20210524.0,Women 21-25,,,,,,Mindanao Super Region,,,,,0.6408921343302343
3987,5626.0,English,Philippines,23.0,man,Philippines: Mindanao Super Region,very,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,very,yes,yes,no,yes,yes,yes,no,no,no,a little,not at all,a little,extremely,a little,very,a little,not at all,very,20210524.0,Men 21-25,,,,,,Mindanao Super Region,,,,,0.6982261956861798
3988,5627.0,Portuguese,Brazil,22.0,man,Brazil: Northeast,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,yes,no,no,,yes,yes,no,not at all,yes,no,no,no,no,,,no,,not at all,not at all,not at all,a little,not at all,moderately,not at all,not at all,very,20210524.0,Men 21-25,,,,,,,,,Northeast,,0.7989931073486891
3989,5630.0,Portuguese,Brazil,23.0,woman,Brazil: South,extremely,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,moderately,not at all,moderately,not at all,very,extremely,not at all,20210524.0,Women 21-25,,,,,,,,,South,,0.6954755054454548
3990,5631.0,English,Philippines,22.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,moderately,no,no,yes,no,yes,yes,yes,yes,no,very,moderately,moderately,very,moderately,moderately,moderately,very,moderately,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
3991,5632.0,English,United Kingdom,25.0,woman,United Kingdom: Midlands,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,not at all,no,no,yes,no,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210524.0,Women 21-25,,,Midlands,,,,,,,,0.9061251320493839
3992,5635.0,English,Philippines,24.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,a little,no,no,no,no,,,yes,no,no,not at all,not at all,not at all,very,not at all,very,not at all,not at all,extremely,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
3993,5636.0,English,United Kingdom,19.0,woman,United Kingdom: Midlands,not worried,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,moderately,,moderately,a little,moderately,moderately,moderately,20210524.0,Women 16-20,,,Midlands,,,,,,,,0.973762230263565
3994,5637.0,Finnish,Finland,24.0,woman,Finland: North Finland,a little,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,a little,no,no,yes,no,yes,yes,,no,no,not at all,not at all,moderately,moderately,a little,a little,moderately,a little,a little,20210524.0,Women 21-25,,,,,,,North Finland,,,,0.7870439499531771
3995,5638.0,Portuguese,Brazil,22.0,woman,Brazil: Northeast,extremely,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,very,not at all,very,not at all,very,extremely,not at all,20210524.0,Women 21-25,,,,,,,,,Northeast,,0.7251856528559323
3996,5639.0,Finnish,Finland,24.0,man,Finland: East Finland,moderately,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,moderately,yes,yes,no,yes,no,yes,no,no,yes,a little,moderately,a little,a little,moderately,moderately,a little,a little,a little,20210524.0,Men 21-25,,,,,,,East Finland,,,,1.2063211826934177
3997,5640.0,English,Philippines,17.0,woman,Philippines: Mindanao Super Region,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,yes,,yes,yes,,no,yes,no,not at all,not at all,a little,very,not at all,very,a little,moderately,very,20210524.0,Women 16-20,,,,,,Mindanao Super Region,,,,,1.6821126327601175
3998,5642.0,English,Philippines,21.0,man,Philippines: Central Philippines Region,not worried,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,not at all,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210524.0,Men 21-25,,,,,,Central Philippines Region,,,,,0.7209880946930312
3999,5643.0,Finnish,Finland,25.0,woman,Finland: South Finland,very,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,a little,yes,no,no,no,no,no,no,no,no,moderately,a little,a little,a little,a little,a little,not at all,a little,not at all,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4000,5644.0,English,Philippines,25.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,,moderately,,,no,yes,,,,,,a little,a little,a little,moderately,moderately,a little,a little,a little,a little,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4001,5646.0,Portuguese,Brazil,25.0,man,Brazil: Northeast,very,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,not at all,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,a little,extremely,a little,very,a little,a little,moderately,20210524.0,Men 21-25,,,,,,,,,Northeast,,0.7989931073486891
4002,5647.0,Portuguese,Brazil,18.0,man,Brazil: Northeast,very,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,a little,a little,not at all,not at all,a little,a little,not at all,20210524.0,Men 16-20,,,,,,,,,Northeast,,1.5410586128626849
4003,5648.0,Finnish,Finland,24.0,woman,Finland: South Finland,very,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,a little,yes,no,yes,no,no,yes,no,yes,,a little,moderately,a little,a little,moderately,not at all,moderately,a little,a little,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4004,5649.0,Finnish,Finland,25.0,woman,Finland: South Finland,moderately,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,,yes,yes,yes,a little,yes,yes,no,yes,no,,no,no,no,a little,not at all,not at all,a little,not at all,a little,not at all,not at all,a little,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4005,5650.0,Finnish,Finland,22.0,man,Finland: South Finland,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,a little,yes,no,yes,yes,yes,no,yes,no,yes,not at all,not at all,not at all,a little,a little,not at all,not at all,moderately,a little,20210524.0,Men 21-25,,,,,,,South Finland,,,,1.1282464444101474
4006,5651.0,Finnish,Finland,20.0,man,Finland: South Finland,very,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,not at all,yes,yes,no,no,no,no,yes,no,yes,extremely,extremely,very,extremely,very,a little,a little,extremely,a little,20210524.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
4007,5652.0,Portuguese,Portugal,20.0,man,Portugal: North,extremely,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,moderately,no,no,no,yes,no,no,no,no,no,a little,moderately,moderately,moderately,moderately,a little,moderately,a little,a little,20210524.0,Men 16-20,,,,,,,,North,,,1.3092636112720801
4008,5653.0,English,Philippines,20.0,woman,Philippines: Central Philippines Region,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,extremely,not at all,very,not at all,extremely,extremely,not at all,20210524.0,Women 16-20,,,,,,Central Philippines Region,,,,,1.7369488421455404
4009,5654.0,Portuguese,Brazil,21.0,man,Brazil: Central-West,extremely,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,no,no,yes,yes,yes,yes,very,very,very,moderately,very,not at all,very,moderately,not at all,20210524.0,Men 21-25,,,,,,,,,Central-West,,0.744518398714993
4010,5655.0,English,Philippines,24.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,moderately,yes,no,no,no,no,no,yes,yes,yes,a little,moderately,not at all,moderately,moderately,moderately,very,moderately,moderately,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4011,5656.0,Finnish,Finland,19.0,man,Finland: South Finland,a little,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,a little,yes,no,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,moderately,not at all,not at all,not at all,not at all,a little,20210524.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
4012,5657.0,Portuguese,Brazil,25.0,woman,Brazil: Northeast,not worried,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,completely reassured,yes,yes,no,yes,no,no,no,no,no,not at all,not at all,not at all,very,not at all,very,not at all,not at all,very,20210524.0,Women 21-25,,,,,,,,,Northeast,,0.7251856528559323
4013,5659.0,English,Philippines,25.0,woman,Philippines: Central Philippines Region,extremely,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,not at all,yes,yes,no,no,yes,yes,yes,yes,no,extremely,extremely,moderately,moderately,a little,very,not at all,not at all,a little,20210524.0,Women 21-25,,,,,,Central Philippines Region,,,,,0.6617849655159419
4014,5660.0,English,Philippines,23.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,completely reassured,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,a little,very,moderately,very,very,moderately,moderately,moderately,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4015,5661.0,Portuguese,Brazil,25.0,woman,Brazil: North,,,,no,,no,,no,no,,,,,,,no,yes,,yes,yes,,yes,no,no,completely reassured,yes,yes,,,yes,,,no,yes,not at all,extremely,extremely,not at all,moderately,,,very,,20210524.0,Women 21-25,,,,,,,,,North,,0.7296644442554062
4016,5662.0,English,Philippines,23.0,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,moderately,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,a little,no,no,yes,no,no,no,yes,yes,yes,very,very,very,a little,very,a little,very,very,a little,20210524.0,Men 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.7078000062120289
4017,5663.0,Finnish,Finland,18.0,man,Finland: North Finland,moderately,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,a little,yes,yes,no,no,yes,yes,no,no,no,not at all,not at all,a little,moderately,not at all,moderately,a little,a little,a little,20210524.0,Men 16-20,,,,,,,North Finland,,,,1.113882211827798
4018,5664.0,English,Philippines,23.0,woman,Philippines: Central Philippines Region,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,moderately,moderately,very,not at all,moderately,moderately,a little,20210524.0,Women 21-25,,,,,,Central Philippines Region,,,,,0.6617849655159419
4019,5665.0,English,United Kingdom,22.0,woman,United Kingdom: North,very,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,not at all,no,no,yes,yes,no,no,yes,no,yes,moderately,moderately,very,a little,moderately,a little,very,a little,a little,20210524.0,Women 21-25,,,North,,,,,,,,0.9578710094154348
4020,5666.0,Finnish,Finland,22.0,man,Finland: South Finland,very,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,moderately,no,no,yes,no,no,yes,yes,yes,no,a little,a little,a little,very,a little,moderately,not at all,a little,a little,20210524.0,Men 21-25,,,,,,,South Finland,,,,1.1282464444101474
4021,5668.0,Finnish,Finland,18.0,man,Finland: South Finland,not worried,no,no,yes,yes,,no,no,no,,no,no,yes,yes,,no,no,no,,no,no,,no,yes,very,yes,no,no,yes,,no,yes,no,yes,a little,not at all,very,very,very,moderately,very,extremely,moderately,20210524.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
4022,5671.0,English,Philippines,25.0,man,Philippines: Mindanao Super Region,moderately,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,moderately,yes,yes,no,no,no,yes,yes,no,yes,moderately,a little,a little,very,moderately,moderately,very,a little,a little,20210524.0,Men 21-25,,,,,,Mindanao Super Region,,,,,0.6982261956861798
4023,5672.0,English,Philippines,21.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,not at all,not at all,not at all,moderately,not at all,very,extremely,not at all,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4024,5673.0,English,Philippines,17.0,woman,Philippines: Mindanao Super Region,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,yes,no,yes,yes,,,yes,no,moderately,not at all,a little,moderately,not at all,moderately,moderately,not at all,very,20210524.0,Women 16-20,,,,,,Mindanao Super Region,,,,,1.6821126327601175
4025,5674.0,Finnish,Finland,18.0,man,Finland: West Finland,not worried,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,no,no,yes,no,no,no,yes,a little,no,no,no,no,yes,yes,no,no,no,not at all,,moderately,not at all,,,a little,very,not at all,20210524.0,Men 16-20,,,,,,,West Finland,,,,1.003880491296018
4026,5676.0,Finnish,Finland,24.0,woman,Finland: South Finland,very,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,moderately,yes,no,yes,no,no,no,yes,no,yes,moderately,a little,moderately,moderately,moderately,a little,a little,a little,a little,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4027,5677.0,English,Philippines,23.0,man,Philippines: Central Philippines Region,very,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,moderately,yes,yes,no,yes,yes,yes,yes,no,no,a little,moderately,moderately,very,a little,very,a little,a little,moderately,20210524.0,Men 21-25,,,,,,Central Philippines Region,,,,,0.7209880946930312
4028,5678.0,Finnish,Finland,18.0,woman,Finland: West Finland,very,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,not at all,yes,no,yes,no,no,no,yes,yes,yes,a little,moderately,very,not at all,extremely,a little,moderately,very,a little,20210524.0,Women 16-20,,,,,,,West Finland,,,,1.1573713358730597
4029,5679.0,English,Philippines,22.0,woman,Philippines: Central Philippines Region,moderately,yes,,yes,yes,no,no,yes,no,yes,no,yes,,no,yes,yes,no,no,no,no,no,no,yes,no,moderately,yes,yes,yes,yes,yes,yes,yes,no,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,20210524.0,Women 21-25,,,,,,Central Philippines Region,,,,,0.6617849655159419
4030,5680.0,English,Philippines,19.0,man,Philippines: Mindanao Super Region,moderately,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,moderately,no,yes,no,no,no,yes,no,no,no,not at all,a little,not at all,moderately,not at all,moderately,moderately,a little,moderately,20210524.0,Men 16-20,,,,,,Mindanao Super Region,,,,,1.9462256634233035
4031,5681.0,Finnish,Finland,22.0,man,Finland: West Finland,moderately,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,moderately,no,yes,yes,yes,no,yes,no,yes,no,moderately,very,a little,moderately,extremely,extremely,a little,very,a little,20210524.0,Men 21-25,,,,,,,West Finland,,,,1.0808990998993568
4032,5682.0,Finnish,Finland,25.0,man,Finland: South Finland,extremely,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,,yes,yes,no,yes,yes,no,moderately,yes,no,no,yes,yes,no,no,no,,moderately,a little,a little,moderately,a little,moderately,a little,a little,moderately,20210524.0,Men 21-25,,,,,,,South Finland,,,,1.1282464444101474
4033,5683.0,English,Philippines,23.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,moderately,yes,no,no,no,yes,yes,no,no,no,extremely,a little,a little,moderately,a little,moderately,a little,a little,moderately,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4034,5685.0,English,Philippines,22.0,woman,Philippines: Mindanao Super Region,very,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,moderately,no,no,no,no,no,no,no,no,no,a little,a little,a little,very,a little,very,a little,a little,moderately,20210524.0,Women 21-25,,,,,,Mindanao Super Region,,,,,0.6408921343302343
4035,5686.0,English,United States,16.0,woman,United States: West,moderately,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,a little,no,no,no,no,no,no,yes,yes,yes,not at all,moderately,very,a little,very,a little,very,a little,a little,20210524.0,Women 16-20,,West,,,,,,,,,0.7766619593505901
4036,5688.0,Finnish,Finland,20.0,man,Finland: North Finland,moderately,no,no,yes,,,,,no,,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,moderately,yes,no,,no,no,,no,no,no,not at all,moderately,a little,a little,moderately,a little,moderately,moderately,a little,20210524.0,Men 16-20,,,,,,,North Finland,,,,1.113882211827798
4037,5689.0,English,Philippines,22.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,not at all,no,no,yes,no,no,no,yes,no,yes,moderately,moderately,a little,a little,a little,a little,very,not at all,a little,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4038,5690.0,English,United Kingdom,24.0,woman,United Kingdom: North,a little,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,,not at all,no,no,yes,no,no,no,yes,yes,yes,not at all,moderately,a little,not at all,a little,not at all,a little,moderately,not at all,20210524.0,Women 21-25,,,North,,,,,,,,0.9578710094154348
4039,5692.0,Finnish,Finland,22.0,woman,Finland: North Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,no,,yes,yes,yes,yes,a little,a little,moderately,moderately,a little,moderately,not at all,not at all,moderately,20210524.0,Women 21-25,,,,,,,North Finland,,,,0.7870439499531771
4040,5694.0,English,Philippines,24.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,yes,no,no,yes,yes,yes,not at all,moderately,a little,not at all,moderately,not at all,a little,a little,a little,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4041,5695.0,Portuguese,Brazil,21.0,man,Brazil: Northeast,very,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,very,not at all,very,not at all,a little,moderately,not at all,20210524.0,Men 21-25,,,,,,,,,Northeast,,0.7989931073486891
4042,5696.0,Finnish,Finland,25.0,man,Finland: West Finland,a little,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,a little,yes,no,no,yes,no,no,no,no,no,not at all,a little,a little,not at all,not at all,a little,a little,a little,a little,20210524.0,Men 21-25,,,,,,,West Finland,,,,1.0808990998993568
4043,5697.0,English,Philippines,25.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,a little,no,no,no,no,no,yes,no,no,no,moderately,moderately,extremely,moderately,moderately,a little,moderately,moderately,a little,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4044,5698.0,Finnish,Finland,18.0,man,Finland: North Finland,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,not at all,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210524.0,Men 16-20,,,,,,,North Finland,,,,1.113882211827798
4045,5699.0,Finnish,Finland,24.0,man,Finland: West Finland,very,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,extremely,not at all,very,not at all,not at all,very,not at all,20210524.0,Men 21-25,,,,,,,West Finland,,,,1.0808990998993568
4046,5701.0,Finnish,Finland,24.0,woman,Finland: South Finland,very,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,very,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,,moderately,very,very,very,moderately,very,very,20210524.0,Women 21-25,,,,,,,South Finland,,,,0.7403900082320471
4047,5702.0,English,Philippines,23.0,man,Philippines: Mindanao Super Region,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,a little,yes,yes,no,yes,yes,yes,no,no,no,moderately,moderately,moderately,very,a little,very,a little,moderately,a little,20210524.0,Men 21-25,,,,,,Mindanao Super Region,,,,,0.6982261956861798
4048,5703.0,Finnish,Finland,21.0,woman,Finland: West Finland,very,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,a little,yes,yes,no,no,no,no,no,no,no,moderately,very,moderately,moderately,a little,moderately,moderately,moderately,moderately,20210524.0,Women 21-25,,,,,,,West Finland,,,,0.7093192249242061
4049,5704.0,English,Philippines,23.0,woman,Philippines: Mindanao Super Region,extremely,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,yes,yes,yes,yes,yes,no,a little,not at all,extremely,extremely,not at all,extremely,extremely,a little,extremely,20210524.0,Women 21-25,,,,,,Mindanao Super Region,,,,,0.6408921343302343
4050,5705.0,Finnish,Finland,16.0,man,Finland: South Finland,a little,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,a little,no,no,no,yes,yes,no,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,not at all,20210524.0,Men 16-20,,,,,,,South Finland,,,,1.0478541383029216
4051,5706.0,English,Philippines,21.0,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,very,moderately,very,a little,very,not at all,a little,20210524.0,Women 21-25,,,,,,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,,,,,0.649679802136875
4052,5707.0,Finnish,Finland,18.0,woman,Finland: South Finland,moderately,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,not at all,not at all,moderately,not at all,moderately,moderately,moderately,a little,20210524.0,Women 16-20,,,,,,,South Finland,,,,1.2080684447628702
4053,5708.0,English,Philippines,22.0,man,Philippines: Central Philippines Region,very,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,yes,yes,yes,yes,yes,yes,yes,no,no,moderately,not at all,a little,very,a little,moderately,moderately,not at all,moderately,20210524.0,Men 21-25,,,,,,Central Philippines Region,,,,,0.7209880946930312
